Bond length:	1.41276	Energy:	-18416.53219801
Bond length:	1.51276	Energy:	-18416.91760655
Bond length:	1.61276	Energy:	-18417.09256178
Bond length:	1.71276	Energy:	-18417.17729771
Bond length:	1.81276	Energy:	-18417.23494766
Bond length:	1.91276	Energy:	-18417.28833596
Bond length:	2.01276	Energy:	-18417.32907647
Bond length:	2.11276	Energy:	-18417.33807961
Bond length:	2.21276	Energy:	-18417.29316454
Bond length:	2.31276	Energy:	-18417.17234866
Bond length:	2.41276	Energy:	-18416.96575486

